ID	s	d	ts	te	LLC	ELC
1031	20	10	5	9	9	0.42
1219	20	10	6	9	9	0.42
1407	20	10	7	9	9	0.42
1595	20	10	8	9	9	0.42
1580	17	11	8	9	8	0.86
1706	4	11	9	9	5	0.43
1656	32	11	8	9	5	0.43
1735	9	12	9	9	5	0.5
1731	8	12	9	9	5	0.41
1727	7	12	9	9	5	0.44
1704	3	12	9	9	5	0.34
51	11	14	0	9	6	0.36
239	11	14	1	9	6	0.36
427	11	14	2	9	6	0.36
615	11	14	3	9	6	0.36
803	11	14	4	9	6	0.36
991	11	14	5	9	6	0.36
1179	11	14	6	9	6	0.36
1367	11	14	7	9	6	0.36
1331	4	14	7	9	6	0.79
77	17	14	0	9	9	1.34
265	17	14	1	9	9	1.34
453	17	14	2	9	9	1.34
641	17	14	3	9	9	1.34
829	17	14	4	9	9	1.34
1017	17	14	5	9	9	1.34
1205	17	14	6	9	9	1.34
1555	11	14	8	9	6	0.36
1519	4	14	8	9	6	0.79
1393	17	14	7	9	9	1.34
1743	11	14	9	9	6	0.36
1707	4	14	9	9	6	0.79
1581	17	14	8	9	9	1.34
15	4	14	0	9	6	0.36
203	4	14	1	9	6	0.36
391	4	14	2	9	6	0.36
579	4	14	3	9	6	0.36
767	4	14	4	9	6	0.36
955	4	14	5	9	6	0.36
1143	4	14	6	9	6	0.36
2	1	14	0	9	6	0.36
190	1	14	1	9	6	0.36
378	1	14	2	9	6	0.36
566	1	14	3	9	6	0.36
754	1	14	4	9	6	0.36
942	1	14	5	9	6	0.36
1130	1	14	6	9	6	0.36
1318	1	14	7	9	6	0.36
1506	1	14	8	9	6	0.36
1694	1	14	9	9	6	0.36
72	15	16	0	9	6	0.5
260	15	16	1	9	6	0.5
448	15	16	2	9	6	0.5
636	15	16	3	9	6	0.5
824	15	16	4	9	6	0.5
1012	15	16	5	9	6	0.5
1200	15	16	6	9	6	0.5
1388	15	16	7	9	6	0.5
1576	15	16	8	9	6	0.5
1764	15	16	9	9	6	0.5
1556	11	17	8	9	7	0.86
1507	1	17	8	9	7	1.28
1658	32	17	8	9	7	0.83
1708	4	17	9	9	7	0.43
1670	35	19	8	9	7	0.44
1634	29	19	8	9	8	0.35
1738	10	20	9	9	9	0.42
1721	6	20	9	9	9	0.42
1716	5	20	9	9	9	0.42
148	31	20	0	9	9	0.5
336	31	20	1	9	9	0.5
524	31	20	2	9	9	0.5
712	31	20	3	9	9	0.5
900	31	20	4	9	9	0.5
1088	31	20	5	9	9	0.5
1276	31	20	6	9	9	0.5
1464	31	20	7	9	9	0.5
1652	31	20	8	9	9	0.5
103	22	20	0	9	9	0.44
291	22	20	1	9	9	0.44
479	22	20	2	9	9	0.44
667	22	20	3	9	9	0.44
855	22	20	4	9	9	0.44
1043	22	20	5	9	9	0.44
1231	22	20	6	9	9	0.44
1419	22	20	7	9	9	0.44
1607	22	20	8	9	9	0.44
1784	20	22	9	9	9	0.44
1739	10	22	9	9	7	0.37
1722	6	22	9	9	7	0.37
1717	5	22	9	9	7	0.37
1653	31	22	8	9	7	0.4
78	17	25	0	9	10	0.48
266	17	25	1	9	10	0.48
454	17	25	2	9	10	0.48
642	17	25	3	9	10	0.48
830	17	25	4	9	10	0.48
1018	17	25	5	9	10	0.48
1206	17	25	6	9	10	0.48
