ID	s	d	ts	te	LLC	ELC
1820	36	19	6	7	6	0.19
1648	10	19	6	7	8	0.63
1762	21	19	6	7	6	0.42
1746	20	19	6	7	4	0.23
1763	21	20	6	7	7	0.62
1649	10	20	6	7	9	0.81
1821	36	20	6	7	7	0.39
1588	39	20	5	7	7	0.59
1996	19	20	7	7	4	0.23
1980	17	20	7	7	6	0.24
1869	1	20	7	7	7	0.4
1888	4	20	7	7	3	0.19
1916	10	21	7	7	6	0.19
1855	39	21	6	7	1	0.23
1822	36	21	6	7	3	0.23
1715	17	21	6	7	8	0.63
1604	1	21	6	7	9	0.88
1623	4	21	6	7	7	0.57
1731	19	21	6	7	7	0.38
1481	20	21	5	7	7	0.61
1794	33	24	6	7	3	0.18
1845	38	30	6	7	6	0.21
2054	24	33	7	7	3	0.18
2034	21	36	7	7	3	0.23
1921	10	36	7	7	7	0.38
1752	20	36	6	7	6	0.42
2002	19	36	7	7	6	0.19
1894	4	36	7	7	6	0.38
1875	1	36	7	7	8	0.64
1986	17	36	7	7	7	0.38
1860	39	36	6	7	3	0.2
2058	30	38	7	7	6	0.21
2094	36	39	7	7	3	0.2
1988	17	39	7	7	8	0.63
1877	1	39	7	7	9	0.83
1896	4	39	7	7	7	0.61
2004	19	39	7	7	7	0.42
1754	20	39	6	7	7	0.65
2036	21	39	7	7	1	0.23
1923	10	39	7	7	6	0.21
1723	19	1	6	8	7	0.4
217	36	1	0	8	8	0.63
483	36	1	1	8	8	0.63
749	36	1	2	8	8	0.63
691	21	1	2	8	8	0.86
425	21	1	1	8	8	0.86
159	21	1	0	8	8	0.86
782	39	1	2	8	8	0.83
516	39	1	1	8	8	0.83
250	39	1	0	8	8	0.83
1015	36	1	3	8	8	0.63
957	21	1	3	8	8	0.86
1048	39	1	3	8	8	0.83
1281	36	1	4	8	8	0.63
1223	21	1	4	8	8	0.86
1314	39	1	4	8	8	0.83
1547	36	1	5	8	8	0.63
1376	10	1	5	8	9	0.82
1110	10	1	4	8	9	0.82
844	10	1	3	8	9	0.82
578	10	1	2	8	9	0.82
312	10	1	1	8	9	0.82
46	10	1	0	8	9	0.82
1489	21	1	5	8	8	0.86
1739	20	1	6	8	7	0.45
1973	17	1	7	8	6	0.2
1881	4	1	7	8	7	0.4
1905	9	3	7	8	1	0.25
1902	8	3	7	8	1	0.25
1899	7	3	7	8	1	0.25
2006	20	4	7	8	3	0.19
1756	21	4	6	8	7	0.64
1643	10	4	6	8	9	0.86
1814	36	4	6	8	7	0.41
1581	39	4	5	8	7	0.61
1990	19	4	7	8	4	0.19
1974	17	4	7	8	6	0.19
1862	1	4	7	8	7	0.42
1898	6	5	7	8	1	0.2
2163	5	6	8	8	1	0.2
2144	3	7	8	8	1	0.25
1906	9	7	7	8	1	0.2
1903	8	7	7	8	1	0.2
2166	7	8	8	8	1	0.2
2145	3	8	8	8	1	0.25
1907	9	8	7	8	1	0.2
2170	8	9	8	8	1	0.2
2167	7	9	8	8	1	0.2
2146	3	9	8	8	1	0.25
2114	39	10	7	8	6	0.21
1475	20	10	5	8	8	0.82
1725	19	10	6	8	8	0.59
1616	4	10	6	8	8	0.78
1597	1	10	6	8	10	1.13
1709	17	10	6	8	9	0.87
1815	36	10	6	8	6	0.42
2023	21	10	7	8	6	0.19
2152	4	17	8	8	6	0.19
2133	1	17	8	8	6	0.2
2011	20	17	7	8	6	0.24
1761	21	17	6	8	7	0.61
1647	10	17	6	8	9	0.85
1819	36	17	6	8	7	0.38
1586	39	17	5	8	7	0.58
1995	19	17	7	8	6	0.19
2245	17	19	8	8	6	0.19
2134	1	19	8	8	7	0.39
2153	4	19	8	8	4	0.19
1853	39	19	6	8	6	0.39
2086	36	19	7	8	6	0.19
